ident,id,distance
BLX145,BLX145-1535638200-schedule-0000,6938.866878063928
LOT236,LOT236-1535606753-airline-0302,6947.469199648614
LOT754,LOT754-1535606753-airline-0482,6947.469199648614
LOT379,LOT379-1535606753-airline-0305,6948.194224051856
BCY2660,SAS2660-1535733197-ed-0008,6948.6056613251385
SAS1408,SAS38M-1535790090-ed-0012,6949.63999001033
UAE406,UAE406-1535609700-schedule-0000,6949.723716184198
FIN1875,FIN1875-1535606747-airline-0005,6950.806935423826
FIN1223,FIN1223-1535606747-airline-0092,6952.238017390311
UAE152,UAE152-1535606750-airline-0114,6954.214300964284
THY2205,THY2205-1535606756-airline-0194,6955.120855224662
THY712,THY712-1535606756-airline-0186,6957.589312371342
PGT4416,PGT4416-1535606755-airline-0450,6960.2523911604685
GFA75,GFA75-1535606751-airline-0056,6960.820059975875
FIN1802,FIN1802-1535606747-airline-0059,6966.750584640518
MEA212,MEA212-1535606753-airline-0036,6968.993263856494
AFL2146,AFL2146-1535606756-airline-0029,6970.051795198301
SAS4423,SAS4423-1535606755-airline-0164,6971.61727841159
VKG802,VKG802-1535642400-schedule-0000,6971.998726080134
IAW164,IAW164-1535606751-airline-0412,6972.892870763339
LOT461,LOT461-1535606753-airline-0139,6974.843224549641
RYR1205,RYR1205-1535606750-airline-0516,6975.769800543915
THY788,THY788-1535606756-airline-0142,6977.359494663938
QTR331,QTR331-1535606755-airline-0304,6977.445890157812
AEE460,AEE460-1535639400-schedule-0000,6977.550130919988
CGAWI,CGAWI-1535810885-11-0-217,6977.985461714865
SVA1042,SVA1042-1535606756-airline-0350,6985.289850083858
SAS1823,SAS63D-1535787853-ed-0000,6985.781268826927
UAE5,UAE5-1535606750-airline-0181,6986.587381318487
RYR3721,RYR3721-1535606750-airline-0172,6988.038819147312
WZZ1773,WZZ1773-1535606758-airline-0043,6988.297967378854
NAX1976,NAX1976-1535606749-airline-0112,6989.076515246514
FIN1435,FIN1435-1535606747-airline-0047,6991.9654866514
ETD516,ETD516-1535606750-airline-0011,6992.600308587707
LOT136,LOT136-1535606753-airline-0200,6995.341572674308
PGT8180,PGT8180-1535606755-airline-0297,6996.797966844812
THY2977,THY2977-1535606756-airline-0029,6997.291739584073
MEA402,MEA402-1535606753-airline-0055,7000.392696386204
PGT2094,PGT2094-1535606755-airline-0085,7001.194079652486
FIN1201,FIN1201-1535606747-airline-0114,7003.862707232419
ASA73,ASA73-1535606747-airline-0129,7004.391733267391
VIR250,VIR250-1535606758-airline-0074,7005.151336934365
DLH713,DLH713-1535606400-schedule-0000,7005.6521239991025
BMS646,BMS646-1535606753-airline-0276,7008.709632365123
PGT2384,PGT2384-1535606755-airline-0030,7010.731271599001
FDB659,FDB659-1535606750-airline-0016,7011.371732071847
SAS1468,SAS1468-1535606755-airline-0527,7012.380747072059
UAL836,UAL836-1535606132-fa-0004,7012.776206362706
SVA755,SVA755-1535606756-airline-0221,7014.9272511369445
THY370,THY370-1535606756-airline-0085,7015.038401590646
NAX1908,NAX1908-1535606749-airline-0159,7017.1389842798835
AZA825,AZA825-1535606748-airline-0039,7017.423979446096
AIC184,AIC184-1535606746-airline-0455,7021.19526682623
NAX1104,NAX1104-1535606749-airline-0010,7023.918524912514
GLP698,GLP698-1535606755-airline-0070,7027.620385356785
SOL701,SOL701-1513555200-schedule-0001,7028.465471924937
MEA502,MEA502-1535662862-dlad-5935063,7031.606294326455
AFL2024,AFL2024-1535606756-airline-0352,7032.772509210583
DLH2454,DLH2454-1535606753-airline-0343,7035.247992201661
QTR141,QTR141-1535606755-airline-0159,7035.551057683588
QTR269,QTR269-1535606755-airline-0360,7036.751018753422
UAE184,UAE184-1535606750-airline-0061,7038.1523100786735
CAI669,CAI669-1535635800-schedule-0000,7038.933367857029
UAE225,UAE225-1535605800-schedule-0000,7039.976433094023
QTR23,QTR23-1535606755-airline-0152,7040.534578057262
LOT407,LOT407-1535606753-airline-0000,7040.759287984922
FD401,FD401-1535814738-fds-0002,7041.011058574084
ISR705,ISR705-1535636700-schedule-0000,7042.711047763819
PGT302,PGT302-1535606755-airline-0066,7044.689186318133
UAE61,UAE61-1535606750-airline-0053,7045.433107881669
SDM5710,SDM5710-1535606750-airline-0437,7046.459211973599
NAX1890,NAX90L-1535732940-ed-0008,7048.0854200045
SVR7077,SVR7077-1535606757-airline-0122,7050.296254692632
UAE210,UAE210-1535641500-schedule-0000,7050.406550397285
AAL126,AAL126-1535610927-airline-0261,7051.219490127937
UAE148,UAE148-1535606750-airline-0120,7051.398441478983
MEA267,MEA267-1535606753-airline-0031,7051.642217830218
PGT1224,PGT1224-1535606755-airline-0145,7052.330543289152
WZZ3004,WZZ3004-1535606758-airline-0199,7052.793463727307
UAE136,UAE136-1535606750-airline-0158,7053.030893595663
THY676,THY676-1535606756-airline-0026,7053.232468135496
THY774,THY774-1535606756-airline-0124,7054.720393041322
RYR4812,RYR4812-1535606750-airline-0290,7055.580281134675
KKK1002,KKK1002-1535606752-airline-0120,7056.3339265475715
PGT921,PGT921-1535606755-airline-0265,7056.881916537618
PGT1274,PGT1274-1535606755-airline-0234,7058.095285555512
MEA203,MEA203-1535606753-airline-0115,7059.850559637824
WZZ6409,WZZ6409-1535606758-airline-0002,7059.85058829207
THY1390,THY1390-1535606756-airline-0140,7061.131888080205
KAL129,KAL129-1535606752-airline-0178,7061.46004773795
LOT613,LOT613-1535606753-airline-0074,7061.56000069192
RJA133,RJA133-1535606755-airline-0148,7061.927157741829
DLH1301,DLH1301-1535606753-airline-0222,7064.541700639859
PGT1931,PGT1931-1535606755-airline-0028,7065.084662825666
THY354,THY354-1535606756-airline-0214,7065.333397933908
UAE36,UAE36-1535606750-airline-0028,7065.945480923137
UAE88,UAE88-1535606750-airline-0164,7066.559418819709
MSC444,MSC444-1535606756-airline-0356,7067.954140091727
NAX7063,NAX7063-1535606749-airline-0154,7068.353709538018
OHY126,OHY126-1535606746-airline-0248,7068.378356869975
DLH714,DLH714-1535606753-airline-0098,7069.235900873603
MSR701,MSR701-1535606753-airline-0032,7070.64255261715
AIC111,AIC111-1535606746-airline-0143,7071.234514716691
UAE85,UAE85-1535606750-airline-0006,7073.408737709504
THY402,THY402-1535606756-airline-0052,7073.986461577635
UAE137,UAE137-1535606750-airline-0218,7074.252624643419
KKK831,KKK831-1535606752-airline-0324,7074.518914088905
SVA1786,SVA1786-1535606756-airline-0397,7076.373208798395
SAS276,SAS276-1535606755-airline-0169,7077.515798138334
PGT2254,PGT2254-1535606755-airline-0262,7079.455830635523
CPA748,CPA748-1535606749-airline-0001,7079.545617507241
DLH2430,DLH2430-1535606753-airline-0125,7079.709198012135
SVA594,SVA594-1535606756-airline-0177,7080.612357306913
RJA122,RJA122-1535606755-airline-0189,7081.120359484521
AUA858,AUA858-1535606754-airline-0105,7083.403588204014
ROT647,ROT647-1535606755-airline-0032,7083.558173204079
THY612,THY612-1535606756-airline-0068,7085.155938367892
NAX4383,NAX4383-1535606749-airline-0110,7085.419269252028
EZY4727,EZY4727-1535606757-airline-0468,7086.268378504193
THY2594,THY2594-1535606756-airline-0477,7089.758191572774
THY1486,THY1486-1535606756-airline-0065,7090.727457656802
THY1037,THY1037-1535606756-airline-0093,7091.204575658861
UAE56,UAE56-1535606750-airline-0118,7091.787823516576
PGT994,PGT994-1535606755-airline-0015,7094.60442435434
THY1886,THY1886-1535606756-airline-0359,7096.60742755591
SBI628,SBI628-1535606755-airline-0035,7096.902817467631
SVA1550,SVA1550-1535606756-airline-0117,7098.032019236949
GFA79,GFA79-1535606751-airline-0132,7098.280720822462
QTR176,QTR176-1535606755-airline-0117,7098.712357407503
CCA985,CCA985-1535598245-airline-0352,7101.853350612676
SAS1845,SAS1845-1535606755-airline-0437,7104.359305412135
THY2329,THY2329-1535606756-airline-0261,7104.832022018338
CYP351,CYP351-1535606749-airline-0073,7105.401422224862
IBK5552,IBK5552-1535606749-airline-0429,7105.7259518811525
WZZ2404,WZZ2404-1535606758-airline-0101,7107.035301134665
THY2932,THY2932-1535606756-airline-0410,7107.314048469128
BCY1781,BCY1781-1535606755-airline-0137,7107.410345859709
UAE91,UAE91-1535606750-airline-0154,7107.735202356321
DLH729,DLH729-1535606100-schedule-0000,7108.390596923407
CCA991,CCA991-1535606748-airline-0221,7108.899276807061
UAL88,UAL88-1535606757-airline-0039,7115.344567278084
NAX4401,NAX4401-1535606749-airline-0118,7115.442601053802
UAE9,UAE9-1535606750-airline-0179,7116.104372735948
WZZ1544,WZZ1350-1535771877-ed-0002,7116.445515928835
RYR4084,RYR4084-1535606750-airline-0146,7117.016956941575
MSR736,MSR736-1535606753-airline-0025,7117.054131751458
NAX1954,NAX4RP-1535744214-ed-0002,7117.103906171067
NAX4361,NAX61W-1535740444-ed-0003,7117.27535218225
THA916,THA916-1535607600-schedule-0000,7117.354976053512
PGT1254,PGT1254-1535606755-airline-0149,7117.370578593546
UAE163,UAE163-1535606750-airline-0059,7118.706136008457
GIA86,GIA86-1535603100-schedule-0000,7119.464238074286
AUA832,AUA832-1535606754-airline-0073,7121.067165074907
THY1666,THY1666-1535606756-airline-0410,7125.441679372556
SAS2821,SAS2821-1535606755-airline-0203,7126.398265019386
THY1592,THY1592-1535606756-airline-0324,7129.886952707005
OHY891,OHY891-1535606746-airline-0187,7130.028047615282
EDW372,EDW372-1535606758-airline-0190,7132.059569394678
THY1055,THY1055-1535606756-airline-0228,7134.073111821083
UAE60,UAE60-1535606750-airline-0165,7134.806594015408
ELY871,ELY871-1535606753-airline-0046,7135.975146331805
UAE78,UAE78-1535606750-airline-0129,7137.43087065798
OMA105,OMA105-1535606759-airline-0293,7138.415563203732
AUA597,AUA597-1535606754-airline-0170,7138.779874623652
WZZ1153,WZZ1153-1535606758-airline-0012,7139.789954615895
WZZ3092,WZZ3092-1535606758-airline-0105,7141.472102621629
AIZ844,AIZ844-1535606751-airline-0158,7142.286035774986
CFG202,CFG202-1535606749-airline-0321,7142.76921859689
TVQ6173,TVQ6173-1535638200-schedule-0000,7143.307516868141
LOT538,LOT538-1535606753-airline-0083,7145.762695759743
PGT1044,PGT1044-1535606755-airline-0207,7147.50186663995
MSR968,MSR968-1535606754-airline-0359,7148.803781728338
WZZ1281,WZZ1281-1535606758-airline-0314,7149.515912264312
RYR1008,RYR1008-1535606750-airline-0487,7149.554726142981
JAF6360,JAF6360-1535606756-airline-0171,7152.736910314429
MLD834,MLD834-1535606746-airline-0465,7153.334173656766
THY1887,THY1887-1535606756-airline-0480,7155.0225133783915
KNE33,KNE33-1535606759-airline-0183,7156.597844636499
PGT2018,PGT2018-1535606755-airline-0302,7157.774448541019
SXS660,SXS660-1535606759-airline-0200,7158.709153871581
THY2931,THY2931-1535606756-airline-0079,7159.360256065811
DLH694,DLH694-1535606753-airline-0019,7159.551904150368
SXS152,SXS152-1535606759-airline-0350,7161.549220159082
MAS127,MAS127-1535606753-airline-0049,7161.8410082105875
PGT978,PGT978-1535606755-airline-0269,7166.295937063032
UAE74,UAE74-1535606750-airline-0017,7171.045240237686
SXS551,SXS551-1535606759-airline-0399,7175.611737280833
ALK503,ALK503-1535606758-airline-0091,7176.192796798628
CCA933,CCA933-1535607300-schedule-0000,7178.341899294734
UAL954,UAL954-1535520389-airline-0006,7183.678725619807
RYR4033,RYR4033-1535606750-airline-0093,7184.275690469799
PGT3190,PGT3190-1535606755-airline-0152,7185.955234472509
FIN1475,FIN2PM-1535789650-0-2-92,7187.036819221156
SXS181,SXS181-1535606759-airline-0092,7188.042593731454
AAR247,AAR247-1535606755-airline-0072,7188.940262169749
IBK3778,IBK3778-1535606749-airline-0215,7190.1646160661085
LOT419,LOT419-1535606753-airline-0052,7190.206081248697
THY2578,THY2578-1535606756-airline-0475,7190.284727932883
BLX433,BLX433-1535636100-schedule-0000,7190.738155819233
THY541,THY541-1535606756-airline-0151,7191.791401884641
THY1872,THY1872-1535606756-airline-0143,7192.043394604354
RYR2701,RYR2701-1535606750-airline-0100,7195.863078761807
UAE229,UAE229-1535603400-schedule-0002,7200.445831835308
BAW677,BAW677-1535606748-airline-0105,7200.560565812452
UAE25,UAE25-1535606750-airline-0162,7201.18721946814
SAS2565,SAS2565-1535606755-airline-0214,7201.758060853253
SAS4773,SAS4773-1535606755-airline-0106,7202.911711514285
UAE28,UAE28-1535606750-airline-0149,7203.223615561824
DLH1368,DLH1368-1535606753-airline-0186,7207.77557670423
FIN1763,FIN1763-1535606747-airline-0101,7208.750214817188
THY109,THY109-1535606756-airline-0396,7209.758043841923
SXS184,SXS184-1535606759-airline-0343,7210.746600439467
UAE37,UAE37-1535606750-airline-0089,7213.028354302737
AUA624,AUA624-1535606754-airline-0226,7214.365696159502
EWG2666,EWG2666-1535606750-airline-0484,7215.562562568448
OHY6002,OHY6002-1535606746-airline-0057,7215.646794176727
TVQ6189,TVQ6189-1535636100-schedule-0002,7216.097006569587
PGT7033,PGT7033-1535606755-airline-0288,7217.253141764039
SAS4785,SAS4785-1535606756-airline-0046,7217.948653787519
LOT267,LOT267-1535606753-airline-0080,7218.334825753141
BAW2672,BAW2672-1535606748-airline-0162,7219.4400120023565
QTR8101,QTR8101-1535606755-airline-0119,7219.831408724866
BAW119,BAW119-1535606748-airline-0082,7219.9090922857495
GMI2972,GMI2972-1535606756-airline-0075,7222.45611767984
SVA570,SVA570-1535793122-airline-0183,7224.8314242055885
IBK5122,IBK5122-1535606749-airline-0354,7225.914323411756
IAW282,IAW282-1535606751-airline-0170,7226.207543784671
LOT393,LOT393-1535606753-airline-0259,7229.1750377597555
WRC7061,WRC7061-1535606746-airline-0275,7229.933720314115
WZZ1167,WZZ1167-1535606758-airline-0181,7232.331513929474
ACA4,ACA4-1535606746-airline-0138,7232.472179610086
THY2518,THY2518-1535606756-airline-0102,7233.362420210143
KLM1133,KLM17G-1535792953-ed-0003,7233.732651209178
DLH818,DLH818-1535606753-airline-0081,7233.753326806904
RYR1931,RYR1931-1535606750-airline-0476,7235.9253076719415
WZZ1749,WZZ1749-1535606758-airline-0147,7235.928259650308
THY1869,THY1869-1535606756-airline-0283,7238.425037142358
THY1958,THY1958-1535606756-airline-0055,7238.593936073202
UAE702,UAE702-1535606750-airline-0037,7240.0669643804595
MSR711,MSR711-1535606753-airline-0026,7240.739787081291
LOT522,LOT522-1535606753-airline-0272,7240.830980645376
KAC503,KAC503-1535606752-airline-0130,7240.853639421535
EDW176,EDW176-1535606758-airline-0112,7241.574492311337
SVA264,SVA264-1535606756-airline-0386,7241.640780774349
HOP1453,HOP1453-1535606746-airline-0384,7243.224084875546
AIZ810,AIZ810-1535606751-airline-0251,7245.760336510162
QTR679,QTR679-1535606755-airline-0036,7246.682401607117
WZZ7862,WZZ7862-1535606758-airline-0059,7248.737484230629
NAX1916,NAX91C-1535741758-ed-0003,7248.812492138899
FCB722,FCB722-1535606749-airline-0345,7249.138035897709
NAX1406,NAX1406-1535606749-airline-0374,7250.55938604685
PGT1162,PGT1162-1535606755-airline-0357,7252.626726939623
DLH1615,DLH1615-1535606753-airline-0380,7252.727418278802
THY1063,THY1063-1535606756-airline-0423,7256.048724046108
SVA5680,SVA5680-1535606756-airline-0325,7257.35129308154
THY1459,THY1459-1535606756-airline-0361,7257.595801288735
SWR1254,SWR1254-1535606753-airline-0204,7259.494247032508
THY1555,THY1555-1535606756-airline-0214,7259.600736900239
FIN1255,FIN1255-1535606747-airline-0217,7259.735494051508
CSA190,CSA190-1535606754-airline-0353,7260.116399598352
TOM7622,TOM7622-1535631600-schedule-0000,7260.626521194986
CLH1354,CLH1354-1535606758-airline-0102,7262.410988309988
KLM887,KLM887-1535606752-airline-0051,7263.536494729482
SDM6632,SDM6632-1535606756-airline-0145,7263.925339250933
VKG1254,VKG1254-1535639400-schedule-0001,7264.045412802191
UAE149,UAE149-1535606750-airline-0014,7264.180104440457
AEE435,AEE435-1535642400-schedule-0001,7265.395923862269
NAX9166,NAX9166-1535643900-schedule-0000,7265.561605783244
AFL2048,AFL2048-1535606756-airline-0139,7266.470068065922
EVA67,EVA67-1535608200-schedule-0000,7266.501901955497
CAI6333,CAI6333-1535635800-schedule-0001,7266.900473966508
SBI892,SBI892-1535606755-airline-0081,7268.946956486284
MLD284,MLD284-1535606746-airline-0177,7269.424668813329
IBK3668,IBK3668-1535606749-airline-0142,7270.791787690829
RYR2245,RYR2245-1535606750-airline-0228,7270.856374951936
PGT2204,PGT2204-1535606755-airline-0345,7271.563857110164
FSW145,FSW145-1535641200-schedule-0000,7271.831403667295
KLM1149,KLM1149-1535606752-airline-0215,7272.278214426682
ROT417,ROT417-1535606755-airline-0076,7272.984022494809
QTR151,QTR151-1535606755-airline-0163,7273.516781760761
CLH1386,CLH1386-1535606758-airline-0024,7273.664307999564
AFR1253,AFR1253-1535606746-airline-0176,7274.890511050849
RJA102,RJA102-1535606755-airline-0174,7275.58525783997
TVF3309,TVF3309-1535606756-airline-0114,7275.69238317347
EZY3322,EZY3322-1535606757-airline-0337,7275.804400989334
N746KP,N746KP-1535811008-adhoc-0,7276.210667760791
EZY4613,EZY4613-1535606757-airline-0128,7277.6190136434625
SAS4649,SAS4649-1535606755-airline-0154,7279.920967856083
THY1944,THY1944-1535606756-airline-0088,7280.420437642204
EXS943,EXS943-1535606753-airline-0403,7281.26571483014
TRA5517,TRA5517-1535606751-airline-0119,7281.618944418526
NAX9027,NAX9027-1535630400-schedule-0000,7283.896453391412
QTR292,QTR292-1535606755-airline-0378,7285.546718737349
RYR4055,RYR4055-1535606750-airline-0172,7285.979426919421
SAS673,SAS673-1535606756-airline-0027,7287.127578580945
FDB158,FDB158-1535606750-airline-0474,7287.665624287958
OMA101,OMA101-1535606759-airline-0187,7289.0826642707225
WZZ2327,WZZ2327-1535606758-airline-0332,7289.65020966818
UAE3,UAE3-1535606750-airline-0115,7290.68048032957
IBK5922,IBK5922-1535606749-airline-0043,7291.771695578837
LOT574,LOT574-1535606753-airline-0238,7292.695483485133
PGT2253,PGT2253-1535606755-airline-0069,7292.804249827712
UAE18,UAE18-1535606750-airline-0140,7293.381106909266
ASL674,ASL674-1535606752-airline-0050,7294.0065536663
CLH1671,CLH1671-1535606753-airline-0109,7294.271015098394
SVR7041,SVR7041-1535606757-airline-0237,7295.454937980403
AZA812,AZA812-1535606748-airline-0054,7297.374023369593
SVR7051,SVR7051-1535606757-airline-0238,7298.444675883631
OMA131,OMA131-1535606759-airline-0045,7299.691342988237
NAX1363,NAX1363-1535606749-airline-0362,7299.836397937601
JAL60,JAL60-1535606751-airline-0165,7300.950864508397
AIC135,AIC135-1535606746-airline-0306,7303.703803883541
IBK5038,IBK5038-1535606749-airline-0095,7304.44432173861
UAE40,UAE40-1535606750-airline-0219,7305.681023199557
MSC611,MSC611-1535606756-airline-0037,7306.949156395299
OMA123,OMA123-1535606759-airline-0074,7308.024352341337
AFL2117,AFL2117-1535606756-airline-0154,7308.604478822788
WZZ4378,WZZ875-1535772932-ed-0006,7308.798717881827
THY1827,THY1827-1535606756-airline-0463,7309.920082544143
WZZ2065,WZZ2065-1535606758-airline-0465,7310.256753269138
RYR2368,RYR2368-1535606750-airline-0187,7310.666238277852
WZZ1559,WZZ1559-1535606758-airline-0341,7311.411101643373
AFR448,AFR448-1535606746-airline-0012,7311.504361693239
EZY5677,EZY5677-1535606757-airline-0021,7312.522275084614
UAE215,UAE215-1535604900-schedule-0000,7314.024730886356
AFL2015,AFL2015-1535606756-airline-0168,7314.417367152195
SAS806,SAS806-1535639700-schedule-0000,7316.395484550615
THY5703,THY5703-1535642400-schedule-0000,7317.906650386083
SVA644,SVA644-1535606756-airline-0205,7318.8092702964195
IBK3737,IBK3737-1535606749-airline-0302,7320.533722850373
GFA912,GFA912-1535606751-airline-0138,7320.652357315986
LZB856,LZB856-1535606750-airline-0035,7321.471732085587
PGT7245,PGT7245-1535606755-airline-0254,7322.032205397765
RYR3792,RYR3792-1535606750-airline-0144,7323.412923863995
WZZ1010,WZZ1010-1535606758-airline-0400,7323.9100023990595
TRA5803,TRA5803-1535606751-airline-0205,7325.14718744314
RYR7381,RYR7381-1535606750-airline-0445,7326.067837780104
MEA202,MEA202-1535606753-airline-0093,7328.122925090668
NAX1866,NAX1866-1535606749-airline-0336,7328.383126335177
BAW875,BAW875-1535606748-airline-0039,7328.467599073448
CES569,CES569-1535604747-airline-0093,7329.393342670213
SVA1043,SVA1043-1535606756-airline-0384,7332.745043518438
SWR181,SWR181-1535609100-schedule-0000,7334.001601558516
KLM1182,KLM1182-1535606752-airline-0104,7334.497078286764
SVA328,SVA328-1535606756-airline-0087,7334.736895664193
SXS187,SXS187-1535606759-airline-0031,7335.406439959721
EZY2133,EZY2133-1535606757-airline-0129,7338.867187864678
CFG2050,CFG2050-1535606749-airline-0063,7341.553284994569
THY93,THY93-1535606756-airline-0425,7342.611824605305
WZZ1860,WZZ1860-1535606758-airline-0099,7343.008375262957
UAE47,UAE47-1535606750-airline-0083,7344.064447597158
THY533,THY533-1535606756-airline-0152,7346.327969880701
AUA9201,AUA9201-1535606754-airline-0240,7346.695966820003
RYR150,RYR150-1535606750-airline-0103,7346.896041179659
QTR8143,QTR8143-1535606755-airline-0144,7348.869752127697
THY5713,THY5713-1535630100-schedule-0000,7349.169386823983
OMA153,OMA153-1535606759-airline-0348,7349.206648289455
WZZ3197,WZZ3197-1535606758-airline-0338,7350.164304674007
CCA987,CCA987-1535606748-airline-0304,7350.1678387584125
CSN329,CSN329-1535608800-schedule-0000,7350.864215385126
RYR2435,RYR2435-1535606750-airline-0352,7351.736166516687
EVA75,EVA75-1535607000-schedule-0000,7354.602777270165
UAE421,UAE421-1535606750-airline-0079,7354.814815646338
SXD2212,SXD2212-1535606759-airline-0012,7355.787790421534
UAE75,UAE75-1535606750-airline-0027,7356.829365197948
DLH197,DLH197-1535606753-airline-0228,7357.469658269527
CXI6911,CXI6911-1535638800-schedule-0000,7359.319282503265
KAL925,KAL925-1535605500-schedule-0000,7359.421290303687
SAS1527,SAS1527-1535606755-airline-0177,7360.004610134507
KKK5176,KKK5176-1535606752-airline-0319,7360.073709255526
BAW767,BAW767-1535606748-airline-0090,7360.95072214847
SBI880,SBI880-1535606755-airline-0140,7361.554290173305
DLH1293,DLH1293-1535606753-airline-0162,7362.323545765587
SXS971,SXS971-1535606759-airline-0129,7362.917144663869
LOT155,LOT155-1535606753-airline-0198,7363.04981254899
DLH689,DLH689-1535606753-airline-0120,7366.806895499095
THY1723,THY1723-1535606756-airline-0356,7367.150924627207
NAX1898,NAX1898-1535606749-airline-0073,7367.597931596844
PGT903,PGT903-1535606755-airline-0078,7368.52737779316
SXS959,SXS959-1535606759-airline-0153,7368.925104374022
ACI800,ACI800-1535637900-schedule-0000,7368.97010460657
SXD2715,SXD2715-1535606759-airline-0011,7370.165268039755
UAE19,UAE19-1535606750-airline-0008,7372.40641640838
MSR760,MSR760-1535606753-airline-0295,7372.701771009738
THY2946,THY2946-1535606756-airline-0226,7373.6344466998935
RYR7091,RYR7091-1535606750-airline-0394,7375.577984647255
DLH687,DLH687-1535606753-airline-0078,7375.8220543017505
BAW868,BAW868-1535606748-airline-0173,7376.894983964364
RYR8735,RYR8735-1535606750-airline-0126,7379.054077608626
SAS1777,SAS1777-1535606755-airline-0299,7379.416966529246
TCX640,TCX640-1535606754-airline-0026,7379.525436710495
AFL2357,AFL2357-1535606756-airline-0401,7379.592872645137
AFL2124,AFL2124-1535606756-airline-0385,7380.66733188542
SVA500,SVA500-1535606756-airline-0296,7380.944337178636
SXS271,SXS271-1535606759-airline-0201,7381.08367887942
THY134,THY134-1535606756-airline-0150,7381.114632690352
IBK6652,IBK6652-1535606749-airline-0196,7382.787119737533
BLX129,BLX129-1535639400-schedule-0001,7383.534194550883
MSR788,MSR788-1535606753-airline-0070,7384.582711543532
SAS2542,SAS2542-1535606755-airline-0102,7387.1392965670375
SVA1558,SVA1558-1535606756-airline-0000,7390.385790683201
SVA1536,SVA1536-1535606756-airline-0210,7392.8266014550545
KLM1614,KLM1614-1535606752-airline-0082,7393.001461077105
MSR732,MSR732-1535606753-airline-0376,7395.555482756079
KLM681,KLM681-1535606752-airline-0015,7396.260673073684
UAE186,UAE186-1535606750-airline-0139,7397.041278752672
BAW164,BAW164-1535606748-airline-0138,7397.528518601247
PGT1688,PGT1688-1535606755-airline-0163,7397.739542618219
SGQ506,SGQ506-1535606746-airline-0350,7398.151540182271
IBK3635,IBK3635-1535606749-airline-0368,7399.702570303827
PGT5637,PGT5637-1535606755-airline-0389,7401.234661230462
SVA1437,SVA1437-1535606756-airline-0062,7402.475965172724
KLM1576,KLM1576-1535606752-airline-0102,7402.487938655381
LOT594,LOT594-1535606753-airline-0267,7402.805776203108
EZY8793,EZY8793-1535606757-airline-0359,7402.9367497011835
SVA1250,SVA1250-1535606756-airline-0506,7403.568038160369
SVA313,SVA313-1535606756-airline-0088,7403.616188245089
ADR721,ADR721-1535606754-airline-0258,7403.864661493617
RJA117,RJA117-1535606755-airline-0023,7404.488856362299
VLG7748,VLG7748-1535606758-airline-0452,7404.634867162556
AUA63,AUA63-1535606754-airline-0140,7404.665412387299
FIN993,FIN993-1535606747-airline-0252,7405.130275749544
THY623,THY623-1535606756-airline-0149,7405.42795479235
DLH1307,DLH1307-1535606753-airline-0318,7406.047195813094
SAS2777,SAS2777-1535638500-schedule-0000,7407.436244189733
CLH1645,CLH1645-1535606753-airline-0183,7408.171319080443
RYR2422,RYR2422-1535606750-airline-0038,7408.484173455939
KZR923,KZR923-1535606752-airline-0088,7408.629345292003
DLH1729,DLH1729-1535606753-airline-0186,7409.174046233585
KAL931,KAL931-1535606100-schedule-0000,7411.5053975515
SXS143,SXS143-1535606759-airline-0138,7412.5028655554715
BEL3375,BEL3375-1535606756-airline-0150,7412.667470628983
PGT1125,PGT1125-1535606755-airline-0374,7413.126225494306
AUA676,AUA676-1535606754-airline-0029,7413.565733516334
KLM1176,KLM1176-1535606752-airline-0184,7414.2059576728825
SVA326,SVA326-1535606756-airline-0137,7414.796656189229
GWI3670,GWI3670-1535606750-airline-0459,7414.821750216135
GMI3112,GMI3112-1535606756-airline-0043,7418.018536301516
MSC333,MSC333-1535606756-airline-0347,7419.3514617764395
KAC539,KAC539-1535606752-airline-0142,7419.446301090246
EZY2085,EZY2085-1535606757-airline-0477,7419.803068997254
MXD177,MXD177-1535606754-airline-0039,7420.2367996319845
LDM119,LDM119-1535606754-airline-0253,7420.647777379664
SVA1844,SVA1844-1535606756-airline-0401,7421.703824187601
DLH476,DLH476-1535606753-airline-0089,7421.821735226328
MSR915,MSR915-1535606753-airline-0201,7422.829515455571
THY1769,THY1769-1535606756-airline-0143,7423.010605139196
BAW149,BAW149-1535606748-airline-0069,7423.323490420911
AUA854,AUA854-1535606754-airline-0039,7424.853272952635
QTR274,QTR274-1535606755-airline-0317,7425.8140321381015
BMR2587,BMR2587-1535606754-airline-0236,7426.045216928282
IBK3350,IBK3350-1535606749-airline-0008,7426.236770766998
TRA487,TRA487-1535606751-airline-0061,7427.263825783937
RYR6335,RYR6335-1535606750-airline-0402,7428.7376999309745
QTR132,QTR132-1535606755-airline-0160,7428.827368056581
SIA318,SIA318-1535603700-schedule-0000,7429.844360912094
AEE813,AEE813-1535606746-airline-0207,7431.161305232322
WRC7653,WRC7653-1535606746-airline-0409,7432.296480311435
IBK721,IBK721-1535615700-schedule-0000,7432.730477006852
RYR8331,RYR8331-1535606750-airline-0222,7434.213573404048
RYR1503,RYR1503-1535606750-airline-0238,7434.407080909405
NAX1926,NAX6RA-1535738926-ed-0000,7434.411407767133
PGT1100,PGT1100-1535606755-airline-0137,7435.468287886718
GSW3505,GSW3505-1535606751-airline-0227,7435.687013901631
EZY1973,EZY1973-1535606757-airline-0162,7436.307816526931
AFR1347,AFR1347-1535606746-airline-0107,7440.173011392811
